id,category,question,correct_answer,explanation,options_json,image_paths_json,archive_url
737,Managing Risk,What should a driver do if their vehicle gets into a four-wheel sideways skid?,Turn the steering wheel in the same direction as the skid and ease off the accelerator.,"If your vehicle goes into a four-wheel skid, turn the steering wheel in the same direction as the skid and ease off the accelerator. This should help to bring the wheels back into line and allow you to regain control.","[{""index"": 0, ""text"": ""Turn the steering wheel in the opposite direction to improve tyre grip."", ""is_correct"": false}, {""index"": 1, ""text"": ""Turn the steering wheel in the same direction as the skid and apply the handbrake."", ""is_correct"": false}, {""index"": 2, ""text"": ""Turn the steering wheel in the same direction as the skid and ease off the accelerator."", ""is_correct"": true}, {""index"": 3, ""text"": ""Turn the steering wheel in the opposite direction and apply the handbrake."", ""is_correct"": false}]",[],https://web.archive.org/web/20251113083321id_/http://theory-tester.com/questions/737
738,Managing Risk,What should a driver do if their vehicle gets into a front-wheel sideways skid?,Release the accelerator.,"If your vehicle goes into a front-wheel sideways skid, release the accelerator and do not try to steer until the tyres regain some grip on the road.","[{""index"": 0, ""text"": ""Release the accelerator."", ""is_correct"": true}, {""index"": 1, ""text"": ""Continue to accelerate."", ""is_correct"": false}, {""index"": 2, ""text"": ""Apply the handbrake."", ""is_correct"": false}, {""index"": 3, ""text"": ""Press the footbrake."", ""is_correct"": false}]",[],https://web.archive.org/web/20251113091602id_/http://theory-tester.com/questions/738
739,Managing Risk,What should a driver do if their vehicle gets into a rear-wheel sideways skid?,Turn the steering wheel in the same direction as the rear wheels are heading.,"If your vehicle goes into a rear-wheel sideways skid, turn the steering in the direction the rear wheels are heading. This should be done very gradually, as too much steering could cause the vehicle to skid in the opposite direction.","[{""index"": 0, ""text"": ""Turn the steering wheel in the same direction as the rear wheels are heading."", ""is_correct"": true}, {""index"": 1, ""text"": ""Turn the steering wheel in the same direction as the front wheels are heading."", ""is_correct"": false}, {""index"": 2, ""text"": ""Apply the handbrake to bring the vehicle to a halt."", ""is_correct"": false}, {""index"": 3, ""text"": ""Apply the footbrake to bring the vehicle to a halt."", ""is_correct"": false}]",[],https://web.archive.org/web/20251207153425id_/http://theory-tester.com/questions/739
748,Uncategorized,What does this warning light indicate?,A fault in the braking system.,If the brake warning light is on. there is a problem with the braking system in the vehicle or the handbrake is on. You should not drive the vehicle until the problem has been rectified.,"[{""index"": 0, ""text"": ""Low level of water coolant."", ""is_correct"": false}, {""index"": 1, ""text"": ""Low oil pressure."", ""is_correct"": false}, {""index"": 2, ""text"": ""A fault in the braking system."", ""is_correct"": true}, {""index"": 3, ""text"": ""Defective indicator bulb."", ""is_correct"": false}]","[""data/assets/img/quiz-img/faultbrakingsystem.jpg""]",https://web.archive.org/web/20170722021221id_/http://www.theory-tester.com:80/questions/748
765,Techincal Matters,What does the warning light and/or red zone on a fuel gauge mean?,The level of fuel in the tank is low.,Many vehicles are fitted with various warning lights and gauges. A red zone or a warning light on a fuel gauge means the vehicle is low in fuel and should be refuelled as soon as possible.,"[{""index"": 0, ""text"": ""The level of fuel in the tank is low."", ""is_correct"": true}, {""index"": 1, ""text"": ""The fuel tank has been over-filled."", ""is_correct"": false}, {""index"": 2, ""text"": ""There is a leak in the fuel system."", ""is_correct"": false}, {""index"": 3, ""text"": ""There is leaded fuel in the tank."", ""is_correct"": false}]",[],https://web.archive.org/web/20200210194727id_/http://theory-tester.com:80/questions/765
766,Techincal Matters,What does the speed rating of a tyre indicate?,The maximum speed for which the tyre is designed.,The speed rating of a tyre is the maximum speed for which the tyre is designed. This relates to the speed capability of the tyre. It does not relate to the speed at which the tyre should or could legally be driven.,"[{""index"": 0, ""text"": ""The maximum speed for which the tyre is designed."", ""is_correct"": true}, {""index"": 1, ""text"": ""The minimum speed for which the tyre is designed."", ""is_correct"": false}, {""index"": 2, ""text"": ""The maximum speed the vehicle can overtake at."", ""is_correct"": false}, {""index"": 3, ""text"": ""The maximum speed the vehicle can be driven at."", ""is_correct"": false}]",[],https://web.archive.org/web/20200210193408id_/http://theory-tester.com:80/questions/766
767,Techincal Matters,"On a motorway, when should a driver use the hazard warning lights?",When slowing down quickly because of danger ahead.,"Use the hazard warning lights to warn other road users of a danger ahead. For example, if you have to slow down sharply because of a build-up of traffic ahead, you can use the hazard warning lights to warn following vehicles that they need to slow down.","[{""index"": 0, ""text"": ""When driving on the hard shoulder."", ""is_correct"": false}, {""index"": 1, ""text"": ""When slowing down quickly because of danger ahead."", ""is_correct"": true}, {""index"": 2, ""text"": ""When another vehicle is following too closely."", ""is_correct"": false}, {""index"": 3, ""text"": ""When towing another vehicle."", ""is_correct"": false}]",[],https://web.archive.org/web/20200210193320id_/http://theory-tester.com:80/questions/767
768,Techincal Matters,What should a driver do if the fuel system becomes air-locked?,Bleed the air out of the fuel system.,The fuel system can become air-locked if you let the fuel get too low or if there is a leak in the system. You should have the problem corrected before driving. The solution may be as simple as bleeding the fuel system to release the air.,"[{""index"": 0, ""text"": ""Bleed the air out of the fuel system."", ""is_correct"": true}, {""index"": 1, ""text"": ""Drain the fuel filter."", ""is_correct"": false}, {""index"": 2, ""text"": ""Loosen the fuel pump."", ""is_correct"": false}, {""index"": 3, ""text"": ""Tighten the injector pipes."", ""is_correct"": false}]",[],https://web.archive.org/web/20200210193413id_/http://theory-tester.com:80/questions/768
770,Techincal Matters,"When a driver operates the indicator switch and hears a more rapid clicking noise than normal, what could this mean?",An indicator bulb may have blown.,"A rapid clicking noise when you turn on an indicator is usually a sign that one of the indicator bulbs has failed. Drivers are responsible for making sure that their vehicle is roadworthy. This should include a regular check that all lights, reflectors and indicators, are working properly.","[{""index"": 0, ""text"": ""The voltage regulator is not functioning properly."", ""is_correct"": false}, {""index"": 1, ""text"": ""An indicator bulb may have blown."", ""is_correct"": true}, {""index"": 2, ""text"": ""The hazard warning light switch is faulty."", ""is_correct"": false}, {""index"": 3, ""text"": ""The hazard warning lights are on."", ""is_correct"": false}]",[],https://web.archive.org/web/20200112022312id_/http://theory-tester.com:80/questions/770
771,Techincal Matters,What does Anti-lock braking system (ABS) do?,ABS prevents the wheels from locking under harsh braking conditions.,"Anti-lock braking system (ABS) is a type of braking system found in most modern cars. It comes into play automatically when the driver brakes harshly. In the wet it can help prevent the wheels from skidding so that, if necessary, the driver can continue to steer while braking. Be aware that ABS does not reduce the braking distance.","[{""index"": 0, ""text"": ""ABS prevents the wheels from locking under harsh braking conditions."", ""is_correct"": true}, {""index"": 1, ""text"": ""ABS deploys the airbags during a collision."", ""is_correct"": false}, {""index"": 2, ""text"": ""ABS displays the name of the radio station playing on the car radio."", ""is_correct"": false}, {""index"": 3, ""text"": ""ABS locks the brakes to prevent skidding during harsh braking."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225170903id_/http://theory-tester.com:80/questions/771
772,Techincal Matters,"If driving a vehicle with automatic transmission, what in particular should a driver be aware of?",That engine braking power is reduced.,"When driving an automatic vehicle, it may not slow at the same rate as a vehicle with a manual gearbox when the driver releases the accelerator. Drivers should be aware of this, as they may need to apply the brake earlier in order to stop where required.","[{""index"": 0, ""text"": ""That the gear box may overheat while being driven in low gear."", ""is_correct"": false}, {""index"": 1, ""text"": ""That engine braking power is reduced."", ""is_correct"": true}, {""index"": 2, ""text"": ""That driving on a motorway is not permitted."", ""is_correct"": false}, {""index"": 3, ""text"": ""That wheel-spin occurs more often."", ""is_correct"": false}]",[],https://web.archive.org/web/20200127021431id_/http://theory-tester.com:80/questions/772
